Post Text,LLM Response,Parsed Code,Parsed Microlabel,Parsed Macrolabel,date,About Israel
"💥Die Stärke der israelischen Angriffe auf den Gazastreifen ist mit der Bombardierung von Hiroshima vergleichbar

Dies wurde vom Pressedienst der Regierung des Gazastreifens mitgeteilt. Demnach hat Israel seit Beginn des Konflikts mehr als 12.000 Tonnen Sprengstoff auf den Gazastreifen abgeworfen.

""Israel hat mehr als 12.000 Tonnen Sprengstoff auf den Gazastreifen abgeworfen, was der Stärke der auf Hiroshima abgeworfenen Atombombe entspricht"", berichtet der Pressedienst.

Auf jeden Quadratkilometer im Gazastreifen wurden durchschnittlich 33 Tonnen Sprengstoff abgeworfen.

Seit Beginn der Eskalation im Gaza-Streifen wurden mehr als fünftausend Zivilisten getötet, darunter 2,3 Tausend Kinder. Die Zahl der Verletzten beträgt mehr als 15 Tausend Menschen
___
💥Мощность ударов Израиля по сектору Газа сравнима с бомбардировкой Хиросимы. Об этом заявили в пресс-службе правительства сектора Газа. Там уточнили, что с начала конфликта Израиль сбросил на сектор Газа более 12 000 тонн взрывчатки. 

«Израиль сбросил на сектор Газа более 12 000 тонн взрывчатки, что эквивалентно мощности ядерной бомбы, сброшенной на Хиросиму», — передает пресс-служба. 

Отмечено, что в среднем на каждый квадратный километр в Газе было сброшено 33 тонны взрывчатки.

С начала эскалации в секторе Газа погибли более пяти тысяч мирных граждан, в том числе 2,3 тысячи детей. Число пострадавших составляет более 15 тысяч человек

Прямой эфир",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-25T08:43:50.000Z,1
"❗️🇩🇪 Was man über den Krieg im Nahen Osten sagen darf und was nicht: Die ARD hat eine 44-seitige Anweisung für ihre Mitarbeiter herausgegeben

Unabhängiger demokratischer Journalismus, sagen Sie? Wie sich herausstellt, traut die Leitung des ersten deutschen Fernsehsenders ARD ihren Mitarbeitern nicht - und hat für sie ein ausführliches ""Glossar"" herausgegeben, in dem es buchstäblich wie bei kleinen Kindern darum geht, wer im israelisch-palästinensischen Konflikt ""Recht"" hat und wer ""schuldig"" ist. Wie man den Konflikt im Fernsehen richtig interpretiert und welche Ausdrücke verwendet werden sollten. NachDenkSeiten konnte auf dieses Dokument für den internen Gebrauch zugreifen.  

Darin heißt es zum Beispiel, dass bei der Berichterstattung über israelische Angriffe auf den Gazastreifen immer betont werden sollte, dass diese Angriffe eine Reaktion auf den Terror der Hamas sind. Damit der Zuschauer nie vergisst, wer zuerst angefangen hat. Auf der Website der Tagesschau können wir sehen, dass die Journalisten diese Anordnungen gewissenhaft befolgen. Eine aktuelle Schlagzeile lautet: ""Nach Hamas-Terroranschlägen: Weiterer israelischer Vorstoß im Gazastreifen"".

Auch sollten Hamas-Mitglieder im Rundfunk nicht einfach als ""Kämpfer"" bezeichnet werden. Die richtige Bezeichnung ist ""Terroristen"" oder ""militante Islamisten"". Auf der ARD-Website sehen wir, dass diese Anweisung brav befolgt wird.

Vorwürfe der Apartheidpolitik Israels gegenüber den Palästinensern? Das Glossar ""erklärt"" (auf Seite 25), dass diese Vorwürfe von der bösen Sowjetunion erfunden wurden und eine Manifestation des Antisemitismus sind. Auch hier werden die Anweisungen unserer Vorgesetzten erfüllt: Wir sehen einen Artikel auf der Website, in dem die Verwendung des Apartheid-Arguments den ""radikalen Palästinensern"" zugeschrieben wird.

Brauchen Sie Kommentatoren? Die empfohlene Liste der Gäste für die Sendungen ist beigefügt (auf den Seiten 35-36). Wir nehmen den ersten auf der Liste, den Islamwissenschaftler Guido Steinberg - alles passt, er kommentiert alles.  

Es ist ziemlich bequem, ARD-Journalist zu sein. Man muss nicht selbst denken - alles ist für einen schon gedacht und entschieden.

https://www.nachdenkseiten.de/?p=105894

@kanzlerdaddy",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-28T19:20:36.000Z,1
"Politisch motiviertes Possenspiel um Schloss Marienburg.
EXKLUSIV: „Der Minister wechselt die Pferde!“.
Mitarbeiter und Pächter wehren sich gegen die Schließung des Welfenschlosses. Dem Land werfen sie Sanierungsverschleppung und Geschäftsschädigung vor. Jetzt droht einer ganzen Generation der Verlust eines einzigartigen Kulturdenkmals. Von Kai Rebmann. https://reitschuster.de/post/politisch-motiviertes-possenspiel-um-schloss-marienburg/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-30T10:36:43.000Z,0
"Ihre Zwangsgebühren im Wahlkampfeinsatz. 
Wer glaubt so was?",13,13,Regierung und Führung,Vertrauen in Institutionen,2023-10-05T20:36:16.000Z,0
"George Rashmawi: „Israel als Besatzer hat kein Recht auf Selbstbestimmung“ 🇵🇸

Die ungelöste Palästina-Frage führte seit der Staatsgründung Israels 1948 zu mehreren Kriegen und zahllosen blutigen Konflikten zwischen Israelis und Palästinensern. Das aktuelle Aufflammen der Gewalt im Nahen Osten bewegt auch die palästinensischen Gemeinschaften in der ganzen Welt. Herr George Rashmawi ist Sprecher der palästinensischen Gemeinde Deutschland e.V. – Im AUF1-Gespräch äußert sich Herrn Rashmawi über den Konflikt und die Art der Auseinandersetzung. Dabei zeigt er auch Eskalationsgefahren und völkerrechtskonforme Lösungs-Möglichkeiten auf.

➡️ Das ganze Interview AUF1.TV ansehen: https://auf1.tv/krieg-in-israel-auf1/george-rashmawi-israel-als-besatzer-hat-kein-recht-auf-selbstbestimmung",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-25T18:30:13.000Z,1
"War das, was Scholz da ankündigt, nicht bis gestern noch für Medien und Politik eine „böse, böse Nazi-Forderung“?",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-20T20:53:33.000Z,0
"Endlich mal eine gute Nachricht! Mein Buch ist noch gar nicht offiziell erschienen, da hat es Amazon schon als Bestseller gelistet. Das ist sehr motivierend und bewegend. Viele bestellen sicher auch vorab für den Fall, dass es verboten wird. Möglich ist heutzutage alles, und viele werden wenig Freude haben meinem Buch – etwa die Bundespressekonferenz, die ""Süddeutsche"", und so mancher ""Kollege"". Offizieller Erscheinungstermin ist diesen Sonntag.",8,8,Meinungsfreiheit,Sicht auf Deutschland/USA,2023-10-04T12:59:42.000Z,0
"Demo gegen Antisemitismus in Berlin wegen Sicherheitsbedenken abgesagt.
EXKLUSIV: „Bekenntnis gegen Terror und zu Israel nur im ‚richtigen‘ Stadtteil möglich“.
Ist das die ultimative Bankrotterklärung des Rechtsstaats? Weil die Sicherheit einer Handvoll Teilnehmer nicht gewährleistet werden kann, fällt eine Anti-Hamas-Kundgebung aus. Polizei und Versicherung ducken sich weg. Von Kai Rebmann. https://reitschuster.de/post/demo-gegen-antisemitismus-in-berlin-wegen-sicherheitsbedenken-abgesagt/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-20T18:17:28.000Z,1
"macht nicht gerne blau
🗞 Falls sich wer gefragt hat, ob die TAZ seriösen Journalismus betreibt

...der soll sich mal weiterfragen, ob durch die Um-Färbung  der AfD zu braun, irgendeine Beeinflussung stattfindet, oder ob alle Parteien gleich fair behandelt werden in der Auswertung.

Quelle

👉 auf telegram 👉auf substack 👉auf youtube 👉auf odysee 👉auf Twitter
.",14,14,Medien und Presse,Vertrauen in Institutionen,2023-10-09T12:17:01.000Z,0
"AUF1-Buchtipp: Das Gesamtbild

Mit Themen wie dem Geldsystem als Wurzel aller Probleme, sozialpsychologischen Erkenntnissen, Techniken der Meinungsmanipulation und Propaganda, der Funktion von Medien und Politik, im Hintergrund agierenden Machteliten, Great Reset, gesellschaftlichen Krisen auf allen Ebenen, Viren-Pandemie(n) sowie den drohenden Gefahren von totalitärer digitaler Überwachung bis hin zu Transhumanismus. 

Am Ende führt der Weg aus diesem Kaninchenbau wieder hinaus – mit der Erkenntnis, dass wir Menschen viel mehr als nur biologische Körper sind und dass es deshalb immer Auswege aus den vielfältigen Krisen gibt.

➡️ Das Buch ist hier erhältlich",22,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-07T14:10:08.000Z,0
"Huseyin Özoguz zum Nahost-Krieg: Spiel mit dem nuklearen Feuer? ☢️

Die Kämpfe zwischen Israel und der Hamas könnten die ganze Region in Brand setzen, fürchtet der politische Kommentator Huseyin Özoguz im AUF1-Interview. Denn erstmals scheint Israel militärisch geschwächt, die US-Marine bringt sich im östlichen Mittelmeer bereits in Stellung. Und eine erste Politikerin fordert den Einsatz von Atomwaffen.

➡️ Das ganze Interview AUF1.TV ansehen: https://auf1.tv/krieg-in-israel-auf1/huseyin-oezoguz-zum-nahost-krieg-spiel-mit-dem-nuklearen-feuer

💥 AUF1 begleitet den Krieg in Israel mit kritischen Kommentaren, Hintergrund-Recherchen und Interviews. Alle Beiträge finden Sie hier in unserer neuen Rubrik „Krieg in Israel“: https://auf1.tv/krieg-in-israel-auf1",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-13T18:30:42.000Z,1
"📱 Mini Podcast Omega 3 Fettsäuren!

✅In unserem neuesten Mini-Podcast beleuchten wir ein Thema, das Veganer, Vegetarier und Fleischesser gleichermaßen betrifft: den chronischen Mangel an Omega-3-Fettsäuren. 

✅In den kommenden Wochen werden wir uns intensiv und detailliert mit dieser Thematik auseinandersetzen. Am Ende dieser Serie werden Sie nicht nur das Kernproblem verstanden haben, sondern auch erkennen, warum Omega-3-Fettsäuren in unserer Ernährung so rar sind. 

✅Und ja, liebe Veganer und Vegetarier, auch Sie sind von diesem Dilemma betroffen, denn allein die Alpha-Linolensäure (ALA) reicht nicht aus, um unseren Bedarf zu decken.

📌Wir selbst Nutzen in dem Zusammenhang dieses Algenöl.",5,5,Gesundheit und Gesundheitssystem,Allgemeine Bedenken,2023-10-02T17:42:38.000Z,0
"‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️
Der Irrtum über den Irrtum

Die Anklage gegen Michael Ballweg wegen Betruges und Geldwäsche wurde vom Landgericht Stuttgart nicht zugelassen! Lediglich der Vorwurf der Steuerhinterziehung wird weiter verhandelt werden, ist aber ausweislich das aktuellen Beschlusses des Landgerichtes ebenfalls fraglich. 

In der Folge wurden sowohl der Haftbefehl, als auch die Arrestbeschlüsse über die Vermögenswerte ersatzlos aufgehoben.

Für

🖋 Tichys Einblick

habe ich den Beschluss des Landgerichtes kommentiert.

@RAStBChrisMoser",16,16,Rechts- und Justizsystem,Vertrauen in Institutionen,2023-10-11T16:05:55.000Z,0
"„Wir haben einen Kanzler, der die Öffentlichkeit nachweislich belogen hat“
Warum hat es den Kalendereintrag nie gegeben?
Salami-Taktik, Erinnerungslücken, verschollene Unterlagen und frisierte Terminkalender. Das Lügengebilde rund um Olaf Scholz bekommt immer mehr Risse. Aber auch ein Spitzenpolitiker der Grünen gerät in der Steuer-Affäre immer mehr unter Druck. https://reitschuster.de/post/wir-haben-einen-kanzler-der-die-oeffentlichkeit-nachweislich-belogen-hat/",13,13,Regierung und Führung,Vertrauen in Institutionen,2023-10-06T09:11:31.000Z,0
"Weltweite Reisewarnung für US-Bürger.

https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/worldwide-caution.html

t.me/Rosenbusch",26,26,Behauptungen über ausländische Einflussnahme,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-19T16:07:10.000Z,0
"Deutschland im Jahre 2041?
Nein, Germoney 2023!",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-22T12:16:02.000Z,0
"‼️👉 Dr. Gunter Frank über Corona: Es liegen Beweise für ein Staatsverbrechen vor

""Es sind unglaubliche Vorgänge, die der Insider Gunter Frank über die politischen Verwicklungen in der Pandemie preisgibt, wo man mit aller Gewalt Angst und Panik zu schüren suchte ohne Rücksicht auf Verluste und von höchsten Ministeriums-Ebenen gesteuert.

Dr. Gunter Frank ist ein Aufklärer der ersten Stunde. Im Interview mit Eva Herman reflektiert er über staatliche Handlanger, die in dieser Zeit gegen jeden Menschenverstand handelten, indem sie Interessen durchsetzten, natürlich auch im Windschatten des mächtigen Medienkartells, die gegen das Wohl der Menschheit verstießen. Gunter Frank spricht in diesem Zusammenhang von einem „Zivilisationszusammenbruch“, der durch einen  „Gruppen-Moralismus“ aufblühte und bis heute verheerende Schäden verursachen konnte.

Frank nennt prominente Namen, die in das kriminelle Netzwerk verstrickt sind, spricht von „Todesmeldungen auf Bestellung“ vonseiten des politisch organisierten Medienkartells, und nennt dies einen „systemischen Angriff auf die Zivilbevölkerung“.""

https://www.youtube.com/watch?v=H9jtNTBlNn4",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-14T18:03:51.000Z,0
"Nobelpreis für Entwickler von mRNA-Gen-Impfstoff.
„Millionen gerettet“ und „Rückkehr zur Normalität“ ermöglicht.
Das Preiskomitee agiert, als habe ihm Karl Lauterbach seine Entscheidung dikritiert. So als habe es Impfnebenwirkungen und falsche Versprechungen nie gegeben. Hier mein neuer Text: https://reitschuster.de/post/nobelpreis-fuer-entwickler-von-mrna-gen-impfstoff/",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-02T15:28:50.000Z,0
"Angesichts des Ukraine-Kriegs spielt die NATO weiterhin mit dem Feuer. Neben immer neuen milliardenschweren Waffenlieferungen, von Raketen bis Kampfjets, droht das Militärbündnis dem Kreml nun auch noch mit Atomwaffen!

🕊 Waffen schaffen keinen Frieden.

Nein zum Krieg! Ja zum Frieden! ➡️ Hier die Aufkleber bestellen",3,3,Russland-Ukraine-Konflikt,Allgemeine Bedenken,2023-10-16T13:22:44.000Z,0
"Stürzenberger: „Starker Judenhass im politischen Islam“ 💥🔥

Im AUF1-Gespräch weist der islamkritische Blogger Michael Stürzenberger auf die Unversöhnlichkeit des politischen Islam gegenüber dem Judentum hin. So würden etwa im Gaza-Streifen schon Kinder diesbezüglich indoktriniert. Unabhängig vom gegenwärtig eskalierten Nahost-Konflikt sieht er den politischen Islam als weltweite Herausforderung. Für ihn ist die aggressive Auslegung des Koran mit den Aussagen des Propheten Mohammed das große Problem. Ohne Beschränkung des Islam auf seine rein religiös-spirituelle Komponente ohne seine politische Agenda könne es kein gedeihliches Zusammenleben zwischen Moslems und Juden im Nahen Osten geben.

➡️ Das ganze Interview AUF1.TV ansehen: https://auf1.tv/krieg-in-israel-auf1/islam-kritiker-stuerzenberger-juden-hass-im-politischen-islam-sehr-stark

💥 AUF1 begleitet den Krieg in Israel mit kritischen Kommentaren, Hintergrund-Recherchen und Interviews. Alle Beiträge finden Sie hier in unserer neuen Rubrik „Krieg in Israel“: https://auf1.tv/krieg-in-israel-auf1",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-10T18:30:20.000Z,1
"In der „Welt“ untersucht der Wissenschaftsjournalist Axel Bojanowski gerade die Behauptung, durch die CO2-verursachte Klimakrise komme es vermehrt zu Wetterextremen mit verheerenden Schäden. Wahr ist: Katastrophen nehmen nicht zu – und die Schäden werden sogar weniger!

➡️ https://auf1.info/erstunken-und-erlogen-wetter-katastrophen-wegen-klimawandel

👉 Immer informiert sein! Folgen Sie uns auf Telegram: https://t.me/auf1info",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-19T12:51:01.000Z,0
"„Flüchtlingsdeal“ als Mega-Flop: Wir zahlen 4,7 Millionen Euro pro Flüchtling.
Milliardenschwere ""Altlast"" von Angela Merkel.
Brüssel ist geradezu genial darin, „Vorurteile“ über die EU zu bestärken: Die Art und Weise, wie es von der Türkei in Sachen Flüchtlingen über den Tisch ziehen lässt und Milliarden verpulvert, ist spektakulär. Hier mein neuer Artikel: https://reitschuster.de/post/fluechtlingsdeal-als-mega-flop-wir-zahlen-47-millionen-euro-pro-fluechtling/",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-02T09:24:03.000Z,0
"Klare Kante gegen Asylanten.
Schweden und Dänemark setzen auf Abschreckung.
Während die illegale Migration hierzulande völlig außer Kontrolle gerät, zeigt sich Europas Norden resolut. Mit Erfolg: Im Verhältnis zur Bevölkerung gab es im Juli hierzulande zehnmal mehr Asylanträge als in Dänemark. Von Daniel Weinmann. https://reitschuster.de/post/klare-kante-gegen-asylanten/",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-06T15:12:16.000Z,0
"Virologen, Klimaforscher und auch Politiker sind ratlos. Der Grund: Die Bevölkerung hört ihnen nicht mehr zu. Zu dieser Erkenntnis gelangten sie kürzlich bei einer hochkarätigen Tagung in Los Angeles. Denn ihre Warnungen vor weiteren Pandemien als auch Klimakatastrophen gehen derzeit allesamt ins Leere.

https://auf1.info/warnungen-gehen-ins-leere-experten-und-politiker-werden-ignoriert

👉 Folgen Sie uns auf Telegram: 
https://t.me/auf1info",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-27T15:32:00.000Z,0
"Machete als Selbstschutz: Persilschein für den Chaker-Clan.
Skurriles Urteil des Berliner Landgerichts.
Wer im familiären Umfeld mächtiger Clans agiert, genießt hierzulande juristische Sonderrechte. Jüngstes Beispiel: Ein Clan-Mitglied entgeht in einem bizarren Berliner Gerichtsverfahren einer mehrjährigen Haftstrafe. Von Daniel Weinmann. https://reitschuster.de/post/machete-als-selbstschutz-persilschein-fuer-den-chaker-clan/",16,16,Rechts- und Justizsystem,Vertrauen in Institutionen,2023-10-12T08:14:06.000Z,0
"Leserkommentar des Tages: „Bayerns Innenminister Joachim Herrmann (CSU) kommentiert den Fall Chrupalla mit harten Worten. Es sei erschreckend, „wie infam und hinterfotzig die AfD im Landtagswahlkampf versucht, aus den Vorfällen bei ihrer eigenen Klientel Kapital zu schlagen, ohne die Ermittlungen abzuwarten“, kritisierte der CSU-Politiker.  Wissen Sie wie viele Angriffe und Anschläge von Rechts über die Jahrzehnte zuerst wochenlang Schlagzeilen machten - auch international - und sich dann als komplett erfunden erwiesen, oder von Geheimdiensten verübt wurden? Unzählige. Und Herrmann spricht von ""infam und hinterfotzig"" wenn Chrupalla ins Krankenhaus muss.“",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-05T20:23:00.000Z,0
